-12.566371,0.000000
-12.516105,0.315586
-12.465840,0.605461
-12.415574,0.847643
-12.365309,1.026969
-12.315043,1.137032
-12.264778,1.180661
-12.214512,1.168884
-12.164247,1.118626
-12.113981,1.049559
-12.063716,0.980718
-12.013450,0.927472
-11.963185,0.899373
-11.912919,0.899216
-11.862654,0.923412
-11.812388,0.963508
-11.762123,1.008492
-11.711857,1.047386
-11.661592,1.071605
-11.611326,1.076619
-11.561061,1.062632
-11.510795,1.034206
-11.460530,0.998955
-11.410265,0.965657
-11.359999,0.942201
-11.309734,0.933825
-11.259468,0.942021
-11.209203,0.964320
-11.158937,0.994977
-11.108672,1.026385
-11.058406,1.050884
-11.008141,1.062552
-10.957875,1.058582
-10.907610,1.039928
-10.857344,1.011087
-10.807079,0.979056
-10.756813,0.951704
-10.706548,0.935917
-10.656282,0.935940
-10.606017,0.952293
-10.555751,0.981525
-10.505486,1.016888
-10.455220,1.049800
-10.404955,1.071806
-10.354689,1.076611
-10.304424,1.061721
-10.254158,1.029316
-10.203893,0.986106
-10.153627,0.942131
-10.103362,0.908708
-10.053096,0.895889
-10.002831,0.909944
-9.952566,0.951395
-9.902300,1.014033
-9.852035,1.085200
-9.801769,1.147360
-9.751504,1.180744
-9.701238,1.166632
-9.650973,1.090693
-9.600707,0.945782
-9.550442,0.733651
-9.500176,0.465240
-9.449911,0.159445
-9.399645,-0.159445
-9.349380,-0.465240
-9.299114,-0.733651
-9.248849,-0.945782
-9.198583,-1.090693
-9.148318,-1.166632
-9.098052,-1.180744
-9.047787,-1.147360
-8.997521,-1.085200
-8.947256,-1.014033
-8.896990,-0.951395
-8.846725,-0.909944
-8.796459,-0.895889
-8.746194,-0.908708
-8.695928,-0.942131
-8.645663,-0.986106
-8.595398,-1.029316
-8.545132,-1.061721
-8.494867,-1.076611
-8.444601,-1.071806
-8.394336,-1.049800
-8.344070,-1.016888
-8.293805,-0.981525
-8.243539,-0.952293
-8.193274,-0.935940
-8.143008,-0.935917
